continent,country,year,population,gdp,lifeexp,infmort,fertility
Africa,Comoros,2000,547696,201900820.3,62.1,72.7,5.32
Africa,Comoros,2005,618632,231517228.6,66,70.5,5.22
Africa,Comoros,2010,698695,247231030.9,67.7,63.1,4.92
Africa,Comoros,2015,788474,,68.1,55.1,4.58
Africa,"Congo, Dem. Rep.",1960,15248246,4992962083,43.9,174,6
Africa,"Congo, Dem. Rep.",1965,17369859,5592838673,45.77,,6.09
Africa,"Congo, Dem. Rep.",1970,20009902,6728080745,48.13,149,6.21
Africa,"Congo, Dem. Rep.",1975,22902275,7569095386,50.17,140.7,6.37
Africa,"Congo, Dem. Rep.",1980,26357407,7015838700,51.76,132,6.59
Africa,"Congo, Dem. Rep.",1985,29985665,7686243454,53.28,125.2,6.85
Africa,"Congo, Dem. Rep.",1990,34962676,7659464144,54.5,119.8,7.13
Africa,"Congo, Dem. Rep.",1995,42183620,5257041078,54,114.9,7.27
Africa,"Congo, Dem. Rep.",2000,48048664,4305797176,54.3,107.4,7.09
Africa,"Congo, Dem. Rep.",2005,56089536,5303776065,56.4,96.3,6.73
Africa,"Congo, Dem. Rep.",2010,65938712,6961485000,58.4,84.8,6.25
Africa,"Congo, Dem. Rep.",2015,77266814,,60.8,74.5,5.72
Africa,"Congo, Rep.",1960,1013581,626127041,48.25,110.6,5.88
Africa,"Congo, Rep.",1965,1157905,737370784,51.02,99.7,6.1
Africa,"Congo, Rep.",1970,1335090,939633199,52.85,88.5,6.26
Africa,"Congo, Rep.",1975,1556406,1383396150,54.2,79.2,6.33
Africa,"Congo, Rep.",1980,1801688,1746408548,55.45,71.2,6.18
Africa,"Congo, Rep.",1985,2083648,2840863497,55.94,63.1,5.77
Africa,"Congo, Rep.",1990,2386467,2795588292,54.3,60.9,5.35
Africa,"Congo, Rep.",1995,2721277,2857727886,52.6,68.8,5.15
Africa,"Congo, Rep.",2000,3109269,3219893817,52.5,76.6,5.13
Africa,"Congo, Rep.",2005,3503086,3931789250,56.7,61.8,5.12
Africa,"Congo, Rep.",2010,4066078,5067059617,60.4,42.2,5.07
Africa,"Congo, Rep.",2015,4620330,,61.5,33.2,4.86
Americas,Costa Rica,1960,1333042,2398494445,61.97,86.54,7.31
Americas,Costa Rica,1965,1589625,3079354166,64.8,68.8,6.63
Americas,Costa Rica,1970,1848873,4317137578,67.34,61.2,5.01
Americas,Costa Rica,1975,2097410,5788070432,70.12,38,3.97
Americas,Costa Rica,1980,2389309,7473020531,73.2,19.8,3.62
Americas,Costa Rica,1985,2730231,7474782131,75.37,18.2,3.46
Americas,Costa Rica,1990,3095994,9578020684,76.6,14.3,3.18
Americas,Costa Rica,1995,3510925,12536256860,76.8,13,2.76
Americas,Costa Rica,2000,3925450,15946443261,77.7,11.2,2.41
Americas,Costa Rica,2005,4247843,19482907711,79,9,2.07
Americas,Costa Rica,2010,4545273,24349981201,79.8,8.9,1.85
Americas,Costa Rica,2015,4807850,,80.3,8.5,1.77
Africa,Cote d'Ivoire,1960,3474724,2003623491,38,208.4,7.35
Africa,Cote d'Ivoire,1965,4219739,2908985592,41.51,183.3,7.7
Africa,Cote d'Ivoire,1970,5241914,4619775632,45.38,161,7.91
Africa,Cote d'Ivoire,1975,6606395,6306346025,49.63,135.1,7.92
Africa,Cote d'Ivoire,1980,8265549,7727415010,52.87,113.7,7.6
Africa,Cote d'Ivoire,1985,10158033,7830668715,55.02,106.1,7.01
Africa,Cote d'Ivoire,1990,12165909,8297553406,55.3,104.9,6.36
Africa,Cote d'Ivoire,1995,14404340,8925452666,52.5,104.4,5.81
Africa,Cote d'Ivoire,2000,16517948,10417006096,52,99.5,5.38
Africa,Cote d'Ivoire,2005,18132702,10416603855,53.4,88.9,5
Africa,Cote d'Ivoire,2010,20131707,11603002049,56.6,76.9,4.91
Africa,Cote d'Ivoire,2015,22701556,,59.1,66.6,4.76
Europe,Croatia,1960,4192634,,64.85,70,2.33
Europe,Croatia,1965,4328920,,66.8,,2.18
Europe,Croatia,1970,4423073,,68.54,34,2.01
Europe,Croatia,1975,4500868,,69.83,,1.99
Europe,Croatia,1980,4598126,,70.56,20,2
Europe,Croatia,1985,4716117,,71.54,15.7,1.92
Europe,Croatia,1990,4776374,25147844849,72.6,11.2,1.67
Europe,Croatia,1995,4616762,18211797513,73,8.7,1.52
Europe,Croatia,2000,4428069,21517784659,74.2,7.1,1.44
Europe,Croatia,2005,4378056,26765073226,75.7,5.8,1.38
Europe,Croatia,2010,4316425,28003469442,76.7,4.6,1.47
Europe,Croatia,2015,4240317,,77.8,3.6,1.52
Americas,Cuba,1960,7141129,,63.85,37,4.18
Americas,Cuba,1965,7951928,,66.99,39.5,4.62
Americas,Cuba,1970,8715123,15468957115,69.84,37.4,4.03
Americas,Cuba,1975,9438445,20134406356,72.18,24.7,2.84
Americas,Cuba,1980,9835177,23660001783,73.84,16.7,1.89
Americas,Cuba,1985,10082990,35651318221,74.57,15,1.84
Americas,Cuba,1990,10582082,35292053461,74.7,10.6,1.75
Americas,Cuba,1995,10906048,24479205339,75,8.4,1.61
Americas,Cuba,2000,11116787,30565200000,76.2,6.5,1.63
Americas,Cuba,2005,11261052,39050927790,77.1,5.1,1.57
Americas,Cuba,2010,11308133,50605230812,77.8,4.9,1.47
Americas,Cuba,2015,11389562,,78.2,4,1.45
Asia,Cyprus,1960,572929,,69.72,30,3.5
Asia,Cyprus,1965,580971,,71.33,,3.13
Asia,Cyprus,1970,613619,,72.73,29,2.61
Asia,Cyprus,1975,649755,1930010486,73.93,,2.35
Asia,Cyprus,1980,685406,3383419767,74.99,19.4,2.35
Asia,Cyprus,1985,703693,4428954211,75.95,12.2,2.46
Asia,Cyprus,1990,766611,6194334045,76.8,9.9,2.41
Asia,Cyprus,1995,855389,7724182914,76.7,7.8,2.12
Asia,Cyprus,2000,943287,9314937556,77.7,5.5,1.71
Asia,Cyprus,2005,1032586,10920829406,79,3.9,1.53
Asia,Cyprus,2010,1103685,12320777568,80.6,3,1.48
Asia,Cyprus,2015,1165300,,81.8,2.5,1.46
Europe,Czech Republic,1960,9578587,,70.58,22,2.3
Europe,Czech Republic,1965,9800931,,70.43,,2.07
Europe,Czech Republic,1970,9811291,,69.72,21,2.05
Europe,Czech Republic,1975,10058165,,70.77,,2.29
Europe,Czech Republic,1980,10337827,,70.67,17,2.18
Europe,Czech Republic,1985,10315676,,71.48,15.1,1.97
Europe,Czech Republic,1990,10323701,56341410900,71.8,12.7,1.82
Europe,Czech Republic,1995,10335556,53685084745,73.4,8.8,1.39
Europe,Czech Republic,2000,10263010,58807244368,75,5.6,1.13
Europe,Czech Republic,2005,10230877,71857267365,76.2,4.4,1.3
Europe,Czech Republic,2010,10506617,82084475849,77.5,3.4,1.5
Europe,Czech Republic,2015,10543186,,78.8,2.8,1.6
Europe,Denmark,1960,4580708,52164745342,72.28,21.3,2.54
Europe,Denmark,1965,4760262,67417911345,72.49,17.8,2.61
Europe,Denmark,1970,4930118,80796964460,73.49,13.9,1.95
Europe,Denmark,1975,5061289,88132268349,74.24,10.3,1.92
Europe,Denmark,1980,5123435,100879727996,74.3,8.3,1.55
Europe,Denmark,1985,5113408,115344969038,74.68,8,1.45
Europe,Denmark,1990,5140332,123885874634,75.1,7.3,1.67
Europe,Denmark,1995,5232582,139061964293,75.6,5.4,1.81
Europe,Denmark,2000,5338283,160082517846,77.1,4.6,1.77
Europe,Denmark,2005,5417692,170383902313,78.3,4.1,1.8
Europe,Denmark,2010,5550959,169362540761,79.4,3.3,1.88
Europe,Denmark,2015,5669081,,80.4,2.9,1.89
Africa,Djibouti,1960,83636,,45.77,,6.46
Africa,Djibouti,1965,114963,,48.33,,6.63
Africa,Djibouti,1970,159667,,51.75,,6.8
Africa,Djibouti,1975,224182,,54.85,,6.78
Africa,Djibouti,1980,358960,,57.1,118.1,6.44
Africa,Djibouti,1985,423470,,59.38,103.8,6.22
Africa,Djibouti,1990,588356,660030923.3,61,92.7,6.09
Africa,Djibouti,1995,661076,563948745.8,60.4,86.2,5.35
Africa,Djibouti,2000,722562,551230861.9,60,79.7,4.47
Africa,Djibouti,2005,778406,638119971.9,60.7,71.1,3.99
Africa,Djibouti,2010,830802,,62.3,62.2,3.6
Africa,Djibouti,2015,887861,,63.8,54.2,3.26
Americas,Dominican Republic,1960,3294039,3019307866,53.37,102.1,7.56
Americas,Dominican Republic,1965,3878952,3435518212,57.28,94.6,7.05
Americas,Dominican Republic,1970,4503114,5293142768,60.83,85.7,6.18
Americas,Dominican Republic,1975,5149934,8155652412,63.75,74.9,5.19
Americas,Dominican Republic,1980,5809271,10534042898,66.12,64,4.42
Americas,Dominican Republic,1985,6488857,11583741531,68.75,54.6,3.88
Americas,Dominican Republic,1990,7183646,13315132485,71.8,46.5,3.47
Americas,Dominican Republic,1995,7892420,17188690649,72.6,38.9,3.13
Americas,Dominican Republic,2000,8562623,23996656676,73.3,33.3,2.89
Americas,Dominican Republic,2005,9237565,28536865195,73.3,30.1,2.75
Americas,Dominican Republic,2010,9897983,40196106908,74.4,27.9,2.58
Americas,Dominican Republic,2015,10528391,,75.3,25.7,2.42
Americas,Ecuador,1960,4545548,3641530019,54.09,121.4,6.69
Americas,Ecuador,1965,5250120,4467234895,57.02,107,6.55
Americas,Ecuador,1970,6072520,5544774181,59.21,96,6.13
Americas,Ecuador,1975,6987393,8418211763,61.73,82.5,5.45
Americas,Ecuador,1980,7976449,10882444171,64.82,68.1,4.74
Americas,Ecuador,1985,9045977,11649828670,68.18,54.6,4.22
Americas,Ecuador,1990,10218085,13330669595,71.2,44.2,3.77
Americas,Ecuador,1995,11440576,15210610194,72.3,35.2,3.34
Americas,Ecuador,2000,12628596,15941641913,73.2,28.4,3.07
Americas,Ecuador,2005,13735232,20976428515,74.1,24.3,2.85
Americas,Ecuador,2010,14934692,24995823420,75.1,21.3,2.66
Americas,Ecuador,2015,16144363,,75.9,18.4,2.5
Africa,Egypt,1960,27072397,12008501551,48.31,209.6,6.63
Africa,Egypt,1965,30872982,17256717130,50.88,178.1,6.41
Africa,Egypt,1970,34808599,20331718433,52.54,162,5.94
Africa,Egypt,1975,38624410,24126160272,55.17,143.7,5.59
Africa,Egypt,1980,43369552,38506344422,58.85,114.3,5.37
Africa,Egypt,1985,49373806,53336802407,62.38,83.9,5.05
Africa,Egypt,1990,56397273,65579206064,65.2,63,4.35
Africa,Egypt,1995,62434527,77501108925,67.4,49.4,3.66
Africa,Egypt,2000,68334905,99838540997,69.7,37,3.31
Africa,Egypt,2005,74942115,118749025400,70.1,29.2,3.05
Africa,Egypt,2010,82040994,160258746162,70.1,24.3,2.88
Africa,Egypt,2015,91508084,,71.5,20.3,2.7
Americas,El Salvador,1960,2762897,4017741905,52.02,126.2,6.73
Americas,El Salvador,1965,3197865,5595259457,55.4,115.5,6.64
Americas,El Salvador,1970,3668592,6955120790,57.57,106.7,6.2
Americas,El Salvador,1975,4147525,8714473588,58.36,95.6,5.72
Americas,El Salvador,1980,4577683,8703848680,57.96,78.8,5.14
Americas,El Salvador,1985,4920932,7560289381,61.24,59.5,4.49
Americas,El Salvador,1990,5252082,8372810075,67.7,45.9,3.95
Americas,El Salvador,1995,5588743,11298815408,70,35.6,3.53
Americas,El Salvador,2000,5811836,13134147768,71.9,26.8,2.93
Americas,El Salvador,2005,5947206,14752019854,73,20.9,2.43
Americas,El Salvador,2010,6038306,15828594488,74.1,17.1,2.26
Americas,El Salvador,2015,6126583,,74.9,14.4,2.14
Africa,Equatorial Guinea,1960,252115,,37.69,,5.51
Africa,Equatorial Guinea,1965,269427,,39.44,,5.6
Africa,Equatorial Guinea,1970,290905,,41.17,,5.68
Africa,Equatorial Guinea,1975,238240,,42.91,,5.67
Africa,Equatorial Guinea,1980,220605,,44.85,,5.73
Africa,Equatorial Guinea,1985,314407,194293740.8,46.92,140.1,5.85
Africa,Equatorial Guinea,1990,377363,207499790.5,48.9,127.9,5.9
Africa,Equatorial Guinea,1995,448332,289915456.2,48.5,116.5,5.9
Africa,Equatorial Guinea,2000,530896,1254223037,52.9,104.8,5.77
Africa,Equatorial Guinea,2005,625866,4186550477,56,91.7,5.52
Africa,Equatorial Guinea,2010,728710,5979285835,58.6,78.9,5.14
Africa,Equatorial Guinea,2015,845060,,61,68.2,4.65
Africa,Eritrea,1960,1407631,,39.03,,6.9
Africa,Eritrea,1965,1589187,,40.81,,6.75
Africa,Eritrea,1970,1805480,,43.02,127.3,6.65
Africa,Eritrea,1975,2070145,,45.14,123.9,6.61
Africa,Eritrea,1980,2383858,,46.66,114.2,6.63
Africa,Eritrea,1985,2756493,,48.77,106,6.57
Africa,Eritrea,1990,3139083,,52.4,93,6.49
Africa,Eritrea,1995,3164095,607707881.3,57.8,74.2,6.29
Africa,Eritrea,2000,3535156,633600000,37.6,58.3,5.94
Africa,Eritrea,2005,4191273,801558441.6,59.9,47.2,5.48
Africa,Eritrea,2010,4689664,771116883.1,60.1,39.4,4.97
Africa,Eritrea,2015,5227791,,60.7,34.1,4.52
Europe,Estonia,1960,1216831,,69.42,40,1.95
Europe,Estonia,1965,1290437,,70.81,,1.97
Europe,Estonia,1970,1360236,,70.51,21,2.1
Europe,Estonia,1975,1422070,,70.26,,2.11
Europe,Estonia,1980,1474487,,69.75,22.4,2.06
Europe,Estonia,1985,1522477,,69.97,19,2.19
Europe,Estonia,1990,1565320,,70.1,16.5,1.94
Europe,Estonia,1995,1433076,4104911009,67.7,12.8,1.43
Europe,Estonia,2000,1399145,5675174662,70.4,8.8,1.32
Europe,Estonia,2005,1355662,8017950552,72.5,5.8,1.52
Europe,Estonia,2010,1332089,8014762097,76.4,3.6,1.63
Europe,Estonia,2015,1312558,,77.8,2.3,1.62
Africa,Ethiopia,1960,22151218,,37.72,162,6.88
Africa,Ethiopia,1965,25013551,,38.13,,6.86
Africa,Ethiopia,1970,28414999,,41.9,142.5,6.98
Africa,Ethiopia,1975,32568539,,38.78,142.7,7.14
Africa,Ethiopia,1980,35239974,,42.8,142.8,7.32
Africa,Ethiopia,1985,40775997,4853203035,35.43,132,7.44
Africa,Ethiopia,1990,48057094,6233682738,45.2,121.6,7.25
Africa,Ethiopia,1995,57237226,6550580457,49.2,105.6,7
Africa,Ethiopia,2000,66443603,8179533779,52.1,89.5,6.53
Africa,Ethiopia,2005,76608431,11173546750,56.1,69.6,5.69
Africa,Ethiopia,2010,87561814,18291486355,62.1,50.8,4.9
Africa,Ethiopia,2015,99390750,,65.2,41.4,4.28
Oceania,Fiji,1960,393383,437079701,55.7,54,6.46
Oceania,Fiji,1965,463884,508775824.3,57.75,46.3,5.48
Oceania,Fiji,1970,520529,719628345.3,59.61,43.1,4.54
Oceania,Fiji,1975,576592,951816653.4,61.21,41.4,4.05
Oceania,Fiji,1980,635256,1164866035,62.65,35.3,3.91
Oceania,Fiji,1985,711663,1156375707,63.96,29.1,3.63
Oceania,Fiji,1990,728626,1335273159,65.1,24.8,3.4
Oceania,Fiji,1995,775498,1516625635,64.5,22.1,3.28
Oceania,Fiji,2000,811223,1684109743,64.2,20.8,3.09
Oceania,Fiji,2005,821820,1898582498,64.8,20.1,2.86
Oceania,Fiji,2010,859952,1908465073,65.2,20.3,2.67
Oceania,Fiji,2015,892145,,65.8,19.1,2.54
Europe,Finland,1960,4430228,32363088296,69.03,21.9,2.71
Europe,Finland,1965,4564690,41048323285,69.16,16.6,2.46
Europe,Finland,1970,4606740,50703772073,70.4,13.2,1.83
Europe,Finland,1975,4711459,62868988391,71.89,10,1.69
Europe,Finland,1980,4779454,73475216510,73.71,7.2,1.63
Europe,Finland,1985,4902219,84154228856,74.49,6,1.64
Europe,Finland,1990,4986705,99334807444,75.1,5.5,1.79
Europe,Finland,1995,5108176,96327621153,76.7,4.3,1.81
Europe,Finland,2000,5176482,121793808734,77.8,3.5,1.73
Europe,Finland,2005,5246368,138680670720,79,3.1,1.8
Europe,Finland,2010,5367693,145421964253,80,2.5,1.87
Europe,Finland,2015,5503457,,80.9,1.9,1.86
Europe,France,1960,45865699,349778187326,70.49,23.7,2.77
Europe,France,1965,48952283,462849365785,71.26,18.5,2.77
Europe,France,1970,50843830,601287903229,72.29,15.1,2.49
Europe,France,1975,53010727,730641519752,73.13,12.4,2.06
Europe,France,1980,54053224,862905694751,74.53,10.2,1.83
Europe,France,1985,55379923,931672923882,75.67,8.5,1.84
Europe,France,1990,56943299,1091598599817,77.2,7.4,1.75
Europe,France,1995,58224051,1160031311021,78.2,5.3,1.72
Europe,France,2000,59387183,1326334899576,79.1,4.4,1.82
Europe,France,2005,61241700,1436256423650,80.4,3.8,1.94
Europe,France,2010,62961136,1480999829195,81.4,3.5,1.98
Europe,France,2015,64395345,,81.8,3.5,1.98
Oceania,French Polynesia,1960,78083,,56.28,,5.66
Oceania,French Polynesia,1965,93440,805624423.6,58.24,,5.31
Oceania,French Polynesia,1970,110496,955838748.5,60.18,,5.06
Oceania,French Polynesia,1975,130619,1234270769,61.82,,4.55
Oceania,French Polynesia,1980,151702,1564521691,64.56,,3.99
Oceania,French Polynesia,1985,175208,2186297273,67.27,,3.74
Oceania,French Polynesia,1990,198370,2735999899,68.7,,3.4
Oceania,French Polynesia,1995,215200,2936590396,70.43,,2.84
Oceania,French Polynesia,2000,237267,3447543138,72.31,,2.46
Oceania,French Polynesia,2005,254884,,74.13,,2.25
Oceania,French Polynesia,2010,268065,,75.62,,2.11
Oceania,French Polynesia,2015,282764,,76.69,,2.03
Africa,Gabon,1960,499189,887289809,38.83,,4.38
Africa,Gabon,1965,532512,1314837134,41.42,,4.77
Africa,Gabon,1970,590119,1722664256,45.55,,5.08
Africa,Gabon,1975,649719,3873822005,49.45,,5.41
Africa,Gabon,1980,729165,3594320286,53.42,74.2,5.68
Africa,Gabon,1985,830091,4059059225,57.4,64.7,5.69
Africa,Gabon,1990,952269,4298461126,59.5,60.5,5.42
Africa,Gabon,1995,1086449,5002313343,59.8,58.2,4.99
Africa,Gabon,2000,1231548,5067838984,59.3,55.6,4.6
Africa,Gabon,2005,1377777,5523001848,60.1,50.2,4.37
Africa,Gabon,2010,1541936,6343809583,63,42.8,4.21
Africa,Gabon,2015,1725292,,65.9,36.1,3.97
Africa,Gambia,1960,367929,,35.7,148.4,5.57
Africa,Gambia,1965,400865,,38.66,137.1,5.83
Africa,Gambia,1970,447283,247459869.1,43.31,126,6.09
Africa,Gambia,1975,521070,322284702.7,48.56,114.4,6.29
Africa,Gambia,1980,604371,398967950.1,53.61,103.2,6.34
Africa,Gambia,1985,732092,465810388,58.21,91.3,6.22
Africa,Gambia,1990,916811,569165684,61.3,80,6.11
Africa,Gambia,1995,1065746,631435683.4,62.6,70.9,6.04
Africa,Gambia,2000,1228863,786665264.2,63.6,63.3,5.92
Africa,Gambia,2005,1440542,923671344.6,64.9,56.8,5.81
Africa,Gambia,2010,1693002,1217357172,66.5,51.7,5.8
Africa,Gambia,2015,1990924,,68.1,47.9,5.67
Asia,Georgia,1960,4159769,,63.5,,2.96
Asia,Georgia,1965,4477328,3371856942,65.52,,2.8
Asia,Georgia,1970,4707327,4724719621,67.24,,2.6
Asia,Georgia,1975,4908265,6194327097,68.76,56.6,2.5
Asia,Georgia,1980,5073241,8474279303,69.4,49,2.32
Asia,Georgia,1985,5287328,10500140176,69.75,43.2,2.27
Asia,Georgia,1990,5460309,8151514860,69.9,40.8,2.18
Asia,Georgia,1995,5067143,2303253365,70.7,38.1,1.88
Asia,Georgia,2000,4743591,3057453461,71.4,31.2,1.61
Asia,Georgia,2005,4475273,4354805817,71.8,21.9,1.68
Asia,Georgia,2010,4250132,5597970558,72.2,14.9,1.82
Asia,Georgia,2015,3999812,,72.9,10.6,1.81
Europe,Germany,1960,73179665,,69.26,34,2.41
Europe,Germany,1965,75990737,,70.65,,2.48
Europe,Germany,1970,78366605,929852280013,70.72,22.1,2.04
Europe,Germany,1975,78667327,1048170336763,71.56,17.7,1.56
Europe,Germany,1980,78159527,1236857362256,73.14,12.6,1.47
Europe,Germany,1985,77570009,1323591207453,74.55,9.2,1.45
Europe,Germany,1990,78958237,1556954345661,75.4,7,1.36
Europe,Germany,1995,81612900,1720245651998,76.6,5.3,1.31
Europe,Germany,2000,81895925,1886401326700,78.1,4.4,1.35
Europe,Germany,2005,81246801,1943341224580,79.4,3.9,1.35
Europe,Germany,2010,80435307,2069464070055,80.3,3.5,1.39
Europe,Germany,2015,80688545,,80.8,3.1,1.44
Africa,Ghana,1960,6652285,1902005320,46.34,125.1,6.75
Africa,Ghana,1965,7710547,2213091747,48.44,120.8,6.92
Africa,Ghana,1970,8596977,2549677064,50.08,120.1,6.95
Africa,Ghana,1975,9831409,2518311292,51.68,111.5,6.82
Africa,Ghana,1980,10802025,2639865251,53.26,100.9,6.54
Africa,Ghana,1985,12716238,2583664542,55.23,94.7,6.13
Africa,Ghana,1990,14628260,3266886838,58,79.8,5.62
Africa,Ghana,1995,16760991,4028916869,60,72,5.06
Africa,Ghana,2000,18824994,4977488790,60,64.9,4.67
Africa,Ghana,2005,21389514,6364078886,60.8,56.8,4.39
Africa,Ghana,2010,24317734,8779397392,62.9,50.2,4.05
Africa,Ghana,2015,27409893,,65.3,42.8,3.74
Europe,Greece,1960,8311386,28208389534,68.41,48.3,2.22
Europe,Greece,1965,8534252,41521636084,69.91,42.3,2.29
Europe,Greece,1970,8778676,58805784184,71.2,33.7,2.36
Europe,Greece,1975,9030080,75149963026,72.62,28.5,2.34
Europe,Greece,1980,9620274,92180659096,74.01,21.3,2.17
Europe,Greece,1985,9907831,92809353506,75.47,15.8,1.73
Europe,Greece,1990,10131737,98705787677,77,11.3,1.42
Europe,Greece,1995,10641169,105014815743,77.8,9.1,1.32
Europe,Greece,2000,10954032,124418164455,78.6,6.9,1.27
Europe,Greece,2005,11069662,151654726496,79.6,4.8,1.36
Europe,Greece,2010,11177509,153647288780,80.4,4.1,1.5
Europe,Greece,2015,10954617,,81,3.6,1.55
Americas,Greenland,1960,31238,,61.49,,7.25
Americas,Greenland,1965,37963,,63.34,,6.96
Americas,Greenland,1970,46075,428840230,65.19,,3.9
Americas,Greenland,1975,49582,584969560,64.31,,2.35
Americas,Greenland,1980,50176,814911202.6,63.09,,2.44
Americas,Greenland,1985,53189,797291500.9,63.42,,2.24
Americas,Greenland,1990,55603,895894062.2,64.6,,2.44
Americas,Greenland,1995,55809,886067690.1,66.5,,2.51
Americas,Greenland,2000,56174,1068024994,67.8,,2.33
Americas,Greenland,2005,56953,1117156854,69.1,,2.38
Americas,Greenland,2010,56546,,70.8,,2.2
Americas,Greenland,2015,56186,,72.1,,
Americas,Grenada,1960,89861,,60.59,,6.74
Americas,Grenada,1965,94579,,62.76,,5.6
Americas,Grenada,1970,94430,,64.62,,4.6
Americas,Grenada,1975,92453,,66.22,,4.44
Americas,Grenada,1980,89004,201805408.6,67.6,,4.25
Americas,Grenada,1985,99907,248928265.9,68.83,19.4,4.23
Americas,Grenada,1990,96286,345669990.4,69.9,18,3.84
Americas,Grenada,1995,100253,361537835.4,70.7,15.1,3.12
Americas,Grenada,2000,101620,519752999.7,70.5,13.6,2.58
Americas,Grenada,2005,102951,579680174.8,70.3,12.4,2.34
Americas,Grenada,2010,104677,572168317.4,71,11.9,2.24
Americas,Grenada,2015,106825,,71.5,10.8,2.13
Americas,Guatemala,1960,4127555,3989089865,46.51,146,6.53
Americas,Guatemala,1965,4728203,5152670837,49.73,132.6,6.4
Americas,Guatemala,1970,5423384,6816110666,53.5,118.2,6.24
Americas,Guatemala,1975,6237963,8945313004,56.82,102.9,6.2
Americas,Guatemala,1980,7118628,11814414541,59.12,87.7,6.18
Americas,Guatemala,1985,8117499,11163106241,61.72,73.2,5.91
Americas,Guatemala,1990,9158547,12887760529,64.6,59.8,5.58
Americas,Guatemala,1995,10357354,15892091190,66.9,48.5,5.24
Americas,Guatemala,2000,11688660,19290566570,68.8,39.9,4.8
Americas,Guatemala,2005,13183505,22392362924,69.8,33.5,4.37
Americas,Guatemala,2010,14732261,26801786950,71.2,28.4,3.97
Americas,Guatemala,2015,16342897,,72.6,24.3,3.66
Africa,Guinea,1960,3577413,,35.71,,6.1
Africa,Guinea,1965,3877804,,36.77,204.5,6.14
Africa,Guinea,1970,4215442,,37.89,195.2,6.2
Africa,Guinea,1975,4359735,,39.94,184.5,6.35
Africa,Guinea,1980,4506559,,42.92,170.2,6.53
Africa,Guinea,1985,5078689,,47.33,155.7,6.64
Africa,Guinea,1990,6034082,2088265560,52,140.8,6.58
Africa,Guinea,1995,7863033,2528202816,53.4,122.3,6.31
Africa,Guinea,2000,8799165,3112362568,54.2,103.1,5.94
Africa,Guinea,2005,9669023,4938241628,56,84.9,5.58
Africa,Guinea,2010,11012406,5493989673,57.9,71.2,5.17
Africa,Guinea,2015,12608590,,59.1,61,4.75
Africa,Guinea-Bissau,1960,616407,,43.14,,5.83
Africa,Guinea-Bissau,1965,652566,,44.39,,5.14
Africa,Guinea-Bissau,1970,711828,104038537,45.5,,6.07
Africa,Guinea-Bissau,1975,778482,121245464.7,46.54,,6.87
Africa,Guinea-Bissau,1980,849886,114543576.3,47.83,132.5,6.32
Africa,Guinea-Bissau,1985,944941,154850025.8,49.49,127.3,6.74
Africa,Guinea-Bissau,1990,1056208,186134859.4,51.5,135.5,6.65
Africa,Guinea-Bissau,1995,1180877,217564245.6,52.3,122.1,6.31
Africa,Guinea-Bissau,2000,1315455,215455490.3,52.8,106.9,5.85
Africa,Guinea-Bissau,2005,1462784,210770185.2,52.9,90.1,5.46
Africa,Guinea-Bissau,2010,1634196,244395462.7,54.3,73.4,5.12
Africa,Guinea-Bissau,2015,1844325,,55.6,60.3,4.8
Americas,Guyana,1960,564222,385886207,59.08,67.7,5.67
Americas,Guyana,1965,650379,441056121.4,59.92,58.3,5.27
Americas,Guyana,1970,695561,545601892.3,60.75,55.4,5.07
Americas,Guyana,1975,740167,643423731.4,61.56,54.6,4.76
Americas,Guyana,1980,786614,623750409.3,62.34,53.2,3.65
Americas,Guyana,1985,765043,498163274.1,63.21,50.8,2.6
Americas,Guyana,1990,720282,442145871.9,64.2,46.6,2.47
Americas,Guyana,1995,726695,623006141.6,64.4,41.4,2.49
Americas,Guyana,2000,742218,712667925.1,64.2,37.2,2.59
Americas,Guyana,2005,742495,738235712.2,64.4,34.4,2.74
Americas,Guyana,2010,753362,913366257.9,65.5,33.5,2.68
Americas,Guyana,2015,767085,,66.8,32,2.47
Americas,Haiti,1960,3866160,,42.1,194.8,6.32
Americas,Haiti,1965,4271133,,44.93,179.1,6.18
Americas,Haiti,1970,4708639,,47.1,163.4,5.76
Americas,Haiti,1975,5140357,,48.9,146,5.64
Americas,Haiti,1980,5688832,,50.62,129.4,6.06
Americas,Haiti,1985,6384196,,52.42,114.3,6.03
Americas,Haiti,1990,7099733,,54.3,101,5.43
Americas,Haiti,1995,7819806,3236355467,56.2,87.8,4.89
Americas,Haiti,2000,8549202,3664503846,58.7,75,4.3
Americas,Haiti,2005,9263409,3565485817,60,65.6,3.75
Americas,Haiti,2010,9999617,3697137957,32.2,85.5,3.35
Americas,Haiti,2015,10711067,,64.3,52.2,3.03
Americas,Honduras,1960,2002333,1502038539,47.71,140.9,7.46
Americas,Honduras,1965,2352637,1926499597,51.35,120.5,7.44
Americas,Honduras,1970,2691309,2392072782,54.68,102.2,7.27
Americas,Honduras,1975,3107735,2862921961,58.34,85,6.84
Americas,Honduras,1980,3635862,4047510519,62.5,69.2,6.31
Americas,Honduras,1985,4237436,4407864388,66.86,55.8,5.68
Americas,Honduras,1990,4903363,5142508463,70.3,45.1,5.14
Americas,Honduras,1995,5591136,6119047603,70.1,36.9,4.62
Americas,Honduras,2000,6243080,7105541205,70.5,30.5,4
Americas,Honduras,2005,6880181,8919792791,71.2,25,3.49
