continent,country,year,pop,gdpPercap,lifeexp,infmort,fertility
Asia,China,1995,1227841281,645.674393400689,68.4,37.7,1.68
Asia,China,2000,1269974572,943.699945355284,69.8,30.2,1.45
Asia,China,2005,1305600630,1461.99867832248,71.9,20.3,1.51
Asia,China,2010,1340968737,2420.64422698096,74.3,13.5,1.54
Asia,China,2015,1376048943,,76.2,9.2,1.57
Americas,Colombia,1960,16480384,1153.95720457727,58.03,89.3,6.81
Americas,Colombia,1965,19144220,1246.26034839758,60.7,80.9,6.56
Americas,Colombia,1970,22061214,1439.00464725105,62.83,70.4,5.6
Americas,Colombia,1975,24756969,1688.06645841823,65.04,58.4,4.63
Americas,Colombia,1980,27737905,1957.01175020248,68.07,44.6,3.99
Americas,Colombia,1985,31011686,1955.82057267057,70.48,34.1,3.43
Americas,Colombia,1990,34271563,2252.37843494328,71.5,28.9,3.1
Americas,Colombia,1995,37441980,2524.25115287707,72,25,2.87
Americas,Colombia,2000,40403959,2484.00885346409,73.3,21.2,2.64
Americas,Colombia,2005,43285636,2769.67849824362,75.1,18.4,2.5
Americas,Colombia,2010,45918101,3259.96394975045,76.4,15.9,2.38
Americas,Colombia,2015,48228704,,78,13.6,2.23
Africa,Comoros,1960,188732,,44.04,200,6.79
Africa,Comoros,1965,205412,,46.18,,7
Africa,Comoros,1970,228443,,48.61,151.5,7.06
Africa,Comoros,1975,256309,,51.03,136.2,7.05
Africa,Comoros,1980,308518,439.557543157936,53.15,119,7.13
Africa,Comoros,1985,357729,467.541355607178,55.36,101.8,6.58
Africa,Comoros,1990,415144,435.82562628871,57.1,87.9,5.57
Africa,Comoros,1995,479574,391.599487878826,58.9,76.9,5.25
Africa,Comoros,2000,547696,368.636652997283,62.1,72.7,5.32
Africa,Comoros,2005,618632,374.240628677469,66,70.5,5.22
Africa,Comoros,2010,698695,353.846858643614,67.7,63.1,4.92
Africa,Comoros,2015,788474,,68.1,55.1,4.58
Africa,"Congo, Dem. Rep.",1960,15248246,327.445011249163,43.9,174,6
Africa,"Congo, Dem. Rep.",1965,17369859,321.985266144072,45.77,,6.09
Africa,"Congo, Dem. Rep.",1970,20009902,336.237566031058,48.13,149,6.21
Africa,"Congo, Dem. Rep.",1975,22902275,330.495349741456,50.17,140.7,6.37
Africa,"Congo, Dem. Rep.",1980,26357407,266.180914533816,51.76,132,6.59
Africa,"Congo, Dem. Rep.",1985,29985665,256.33059843762,53.28,125.2,6.85
Africa,"Congo, Dem. Rep.",1990,34962676,219.07545475066,54.5,119.8,7.13
Africa,"Congo, Dem. Rep.",1995,42183620,124.622805676706,54,114.9,7.27
Africa,"Congo, Dem. Rep.",2000,48048664,89.6132549283785,54.3,107.4,7.09
Africa,"Congo, Dem. Rep.",2005,56089536,94.5591003819322,56.4,96.3,6.73
Africa,"Congo, Dem. Rep.",2010,65938712,105.575083116576,58.4,84.8,6.25
Africa,"Congo, Dem. Rep.",2015,77266814,,60.8,74.5,5.72
Africa,"Congo, Rep.",1960,1013581,617.737547369179,48.25,110.6,5.88
Africa,"Congo, Rep.",1965,1157905,636.814578052604,51.02,99.7,6.1
Africa,"Congo, Rep.",1970,1335090,703.797645851591,52.85,88.5,6.26
Africa,"Congo, Rep.",1975,1556406,888.840154818216,54.2,79.2,6.33
Africa,"Congo, Rep.",1980,1801688,969.317966262749,55.45,71.2,6.18
Africa,"Congo, Rep.",1985,2083648,1363.40854933271,55.94,63.1,5.77
Africa,"Congo, Rep.",1990,2386467,1171.43387777832,54.3,60.9,5.35
Africa,"Congo, Rep.",1995,2721277,1050.1422258741,52.6,68.8,5.15
Africa,"Congo, Rep.",2000,3109269,1035.57904349865,52.5,76.6,5.13
Africa,"Congo, Rep.",2005,3503086,1122.37873977402,56.7,61.8,5.12
Africa,"Congo, Rep.",2010,4066078,1246.17865594315,60.4,42.2,5.07
Africa,"Congo, Rep.",2015,4620330,,61.5,33.2,4.86
Americas,Costa Rica,1960,1333042,1799.26397292808,61.97,86.54,7.31
Americas,Costa Rica,1965,1589625,1937.15761012818,64.8,68.8,6.63
Americas,Costa Rica,1970,1848873,2335.01034305764,67.34,61.2,5.01
Americas,Costa Rica,1975,2097410,2759.62755589036,70.12,38,3.97
Americas,Costa Rica,1980,2389309,3127.69111529735,73.2,19.8,3.62
Americas,Costa Rica,1985,2730231,2737.7837739737,75.37,18.2,3.46
Americas,Costa Rica,1990,3095994,3093.68192703216,76.6,14.3,3.18
Americas,Costa Rica,1995,3510925,3570.64216979856,76.8,13,2.76
Americas,Costa Rica,2000,3925450,4062.32234801106,77.7,11.2,2.41
Americas,Costa Rica,2005,4247843,4586.54138370933,79,9,2.07
Americas,Costa Rica,2010,4545273,5357.20983118066,79.8,8.9,1.85
Americas,Costa Rica,2015,4807850,,80.3,8.5,1.77
Africa,Cote d'Ivoire,1960,3474724,576.628097943894,38,208.4,7.35
Africa,Cote d'Ivoire,1965,4219739,689.37571541747,41.51,183.3,7.7
Africa,Cote d'Ivoire,1970,5241914,881.314655677297,45.38,161,7.91
Africa,Cote d'Ivoire,1975,6606395,954.582041340247,49.63,135.1,7.92
Africa,Cote d'Ivoire,1980,8265549,934.894343981265,52.87,113.7,7.6
Africa,Cote d'Ivoire,1985,10158033,770.884354776166,55.02,106.1,7.01
Africa,Cote d'Ivoire,1990,12165909,682.033163818667,55.3,104.9,6.36
Africa,Cote d'Ivoire,1995,14404340,619.636350294425,52.5,104.4,5.81
Africa,Cote d'Ivoire,2000,16517948,630.647710962645,52,99.5,5.38
Africa,Cote d'Ivoire,2005,18132702,574.46506621021,53.4,88.9,5
Africa,Cote d'Ivoire,2010,20131707,576.354605647698,56.6,76.9,4.91
Africa,Cote d'Ivoire,2015,22701556,,59.1,66.6,4.76
Europe,Croatia,1960,4192634,,64.85,70,2.33
Europe,Croatia,1965,4328920,,66.8,,2.18
Europe,Croatia,1970,4423073,,68.54,34,2.01
Europe,Croatia,1975,4500868,,69.83,,1.99
Europe,Croatia,1980,4598126,,70.56,20,2
Europe,Croatia,1985,4716117,,71.54,15.7,1.92
Europe,Croatia,1990,4776374,5265.04935522218,72.6,11.2,1.67
Europe,Croatia,1995,4616762,3944.7122275309,73,8.7,1.52
Europe,Croatia,2000,4428069,4859.40590785735,74.2,7.1,1.44
Europe,Croatia,2005,4378056,6113.46068346316,75.7,5.8,1.38
Europe,Croatia,2010,4316425,6487.65342662041,76.7,4.6,1.47
Europe,Croatia,2015,4240317,,77.8,3.6,1.52
Americas,Cuba,1960,7141129,,63.85,37,4.18
Americas,Cuba,1965,7951928,,66.99,39.5,4.62
Americas,Cuba,1970,8715123,1774.95568507754,69.84,37.4,4.03
Americas,Cuba,1975,9438445,2133.23342520934,72.18,24.7,2.84
Americas,Cuba,1980,9835177,2405.65083709221,73.84,16.7,1.89
Americas,Cuba,1985,10082990,3535.78831487485,74.57,15,1.84
Americas,Cuba,1990,10582082,3335.07654363291,74.7,10.6,1.75
Americas,Cuba,1995,10906048,2244.55323679118,75,8.4,1.61
Americas,Cuba,2000,11116787,2749.4634915646,76.2,6.5,1.63
Americas,Cuba,2005,11261052,3467.78682755394,77.1,5.1,1.57
Americas,Cuba,2010,11308133,4475.11811295463,77.8,4.9,1.47
Americas,Cuba,2015,11389562,,78.2,4,1.45
Asia,Cyprus,1960,572929,,69.72,30,3.5
Asia,Cyprus,1965,580971,,71.33,,3.13
Asia,Cyprus,1970,613619,,72.73,29,2.61
Asia,Cyprus,1975,649755,2970.36650121969,73.93,,2.35
Asia,Cyprus,1980,685406,4936.37313796494,74.99,19.4,2.35
Asia,Cyprus,1985,703693,6293.8727698016,75.95,12.2,2.46
Asia,Cyprus,1990,766611,8080.15283501019,76.8,9.9,2.41
Asia,Cyprus,1995,855389,9030.02366642545,76.7,7.8,2.12
Asia,Cyprus,2000,943287,9874.9771342126,77.7,5.5,1.71
Asia,Cyprus,2005,1032586,10576.1935625701,79,3.9,1.53
Asia,Cyprus,2010,1103685,11163.3097921961,80.6,3,1.48
Asia,Cyprus,2015,1165300,,81.8,2.5,1.46
Europe,Czech Republic,1960,9578587,,70.58,22,2.3
Europe,Czech Republic,1965,9800931,,70.43,,2.07
Europe,Czech Republic,1970,9811291,,69.72,21,2.05
Europe,Czech Republic,1975,10058165,,70.77,,2.29
Europe,Czech Republic,1980,10337827,,70.67,17,2.18
Europe,Czech Republic,1985,10315676,,71.48,15.1,1.97
Europe,Czech Republic,1990,10323701,5457.48185655513,71.8,12.7,1.82
Europe,Czech Republic,1995,10335556,5194.21352320088,73.4,8.8,1.39
Europe,Czech Republic,2000,10263010,5730.01920177414,75,5.6,1.13
Europe,Czech Republic,2005,10230877,7023.56868966365,76.2,4.4,1.3
Europe,Czech Republic,2010,10506617,7812.64567357885,77.5,3.4,1.5
Europe,Czech Republic,2015,10543186,,78.8,2.8,1.6
Europe,Denmark,1960,4580708,11387.9219854223,72.28,21.3,2.54
Europe,Denmark,1965,4760262,14162.6472124854,72.49,17.8,2.61
Europe,Denmark,1970,4930118,16388.4443455512,73.49,13.9,1.95
Europe,Denmark,1975,5061289,17413.0084942788,74.24,10.3,1.92
Europe,Denmark,1980,5123435,19689.8619765841,74.3,8.3,1.55
Europe,Denmark,1985,5113408,22557.3568621945,74.68,8,1.45
Europe,Denmark,1990,5140332,24100.7535377092,75.1,7.3,1.67
Europe,Denmark,1995,5232582,26576.165322015,75.6,5.4,1.81
Europe,Denmark,2000,5338283,29987.6416904087,77.1,4.6,1.77
Europe,Denmark,2005,5417692,31449.5365024442,78.3,4.1,1.8
Europe,Denmark,2010,5550959,30510.5011153929,79.4,3.3,1.88
Europe,Denmark,2015,5669081,,80.4,2.9,1.89
Africa,Djibouti,1960,83636,,45.77,,6.46
Africa,Djibouti,1965,114963,,48.33,,6.63
Africa,Djibouti,1970,159667,,51.75,,6.8
Africa,Djibouti,1975,224182,,54.85,,6.78
Africa,Djibouti,1980,358960,,57.1,118.1,6.44
Africa,Djibouti,1985,423470,,59.38,103.8,6.22
Africa,Djibouti,1990,588356,1121.82237165934,61,92.7,6.09
Africa,Djibouti,1995,661076,853.077022611621,60.4,86.2,5.35
Africa,Djibouti,2000,722562,762.883824363861,60,79.7,4.47
Africa,Djibouti,2005,778406,819.777817617028,60.7,71.1,3.99
Africa,Djibouti,2010,830802,,62.3,62.2,3.6
Africa,Djibouti,2015,887861,,63.8,54.2,3.26
Americas,Dominican Republic,1960,3294039,916.597485943548,53.37,102.1,7.56
Americas,Dominican Republic,1965,3878952,885.682063608934,57.28,94.6,7.05
Americas,Dominican Republic,1970,4503114,1175.44054358828,60.83,85.7,6.18
Americas,Dominican Republic,1975,5149934,1583.64212279225,63.75,74.9,5.19
Americas,Dominican Republic,1980,5809271,1813.31580124253,66.12,64,4.42
Americas,Dominican Republic,1985,6488857,1785.17441993251,68.75,54.6,3.88
Americas,Dominican Republic,1990,7183646,1853.53405290294,71.8,46.5,3.47
Americas,Dominican Republic,1995,7892420,2177.87328208585,72.6,38.9,3.13
Americas,Dominican Republic,2000,8562623,2802.48898918007,73.3,33.3,2.89
Americas,Dominican Republic,2005,9237565,3089.21942037756,73.3,30.1,2.75
Americas,Dominican Republic,2010,9897983,4061.04020465584,74.4,27.9,2.58
Americas,Dominican Republic,2015,10528391,,75.3,25.7,2.42
Americas,Ecuador,1960,4545548,801.120133150062,54.09,121.4,6.69
Americas,Ecuador,1965,5250120,850.88243602051,57.02,107,6.55
Americas,Ecuador,1970,6072520,913.092782073999,59.21,96,6.13
Americas,Ecuador,1975,6987393,1204.77147385298,61.73,82.5,5.45
Americas,Ecuador,1980,7976449,1364.3219145512,64.82,68.1,4.74
Americas,Ecuador,1985,9045977,1287.84637303411,68.18,54.6,4.22
Americas,Ecuador,1990,10218085,1304.61525765346,71.2,44.2,3.77
Americas,Ecuador,1995,11440576,1329.53185171796,72.3,35.2,3.34
Americas,Ecuador,2000,12628596,1262.34475415953,73.2,28.4,3.07
Americas,Ecuador,2005,13735232,1527.19870439757,74.1,24.3,2.85
Americas,Ecuador,2010,14934692,1673.67518660579,75.1,21.3,2.66
Americas,Ecuador,2015,16144363,,75.9,18.4,2.5
Africa,Egypt,1960,27072397,443.569941405632,48.31,209.6,6.63
Africa,Egypt,1965,30872982,558.958546019299,50.88,178.1,6.41
Africa,Egypt,1970,34808599,584.100452678374,52.54,162,5.94
Africa,Egypt,1975,38624410,624.63505001112,55.17,143.7,5.59
Africa,Egypt,1980,43369552,887.865856257865,58.85,114.3,5.37
Africa,Egypt,1985,49373806,1080.26515936406,62.38,83.9,5.05
Africa,Egypt,1990,56397273,1162.80810357621,65.2,63,4.35
Africa,Egypt,1995,62434527,1241.31810792769,67.4,49.4,3.66
Africa,Egypt,2000,68334905,1461.01821604932,69.7,37,3.31
Africa,Egypt,2005,74942115,1584.54328917725,70.1,29.2,3.05
Africa,Egypt,2010,82040994,1953.39839692825,70.1,24.3,2.88
Africa,Egypt,2015,91508084,,71.5,20.3,2.7
Americas,El Salvador,1960,2762897,1454.17722955289,52.02,126.2,6.73
Americas,El Salvador,1965,3197865,1749.68594890654,55.4,115.5,6.64
Americas,El Salvador,1970,3668592,1895.85562799025,57.57,106.7,6.2
Americas,El Salvador,1975,4147525,2101.12623504379,58.36,95.6,5.72
Americas,El Salvador,1980,4577683,1901.36553361165,57.96,78.8,5.14
Americas,El Salvador,1985,4920932,1536.35315037883,61.24,59.5,4.49
Americas,El Salvador,1990,5252082,1594.18875695391,67.7,45.9,3.95
Americas,El Salvador,1995,5588743,2021.70960589886,70,35.6,3.53
Americas,El Salvador,2000,5811836,2259.89648847628,71.9,26.8,2.93
Americas,El Salvador,2005,5947206,2480.49585872761,73,20.9,2.43
Americas,El Salvador,2010,6038306,2621.36342345022,74.1,17.1,2.26
Americas,El Salvador,2015,6126583,,74.9,14.4,2.14
Africa,Equatorial Guinea,1960,252115,,37.69,,5.51
Africa,Equatorial Guinea,1965,269427,,39.44,,5.6
Africa,Equatorial Guinea,1970,290905,,41.17,,5.68
Africa,Equatorial Guinea,1975,238240,,42.91,,5.67
Africa,Equatorial Guinea,1980,220605,,44.85,,5.73
Africa,Equatorial Guinea,1985,314407,617.968877283267,46.92,140.1,5.85
Africa,Equatorial Guinea,1990,377363,549.867873903907,48.9,127.9,5.9
Africa,Equatorial Guinea,1995,448332,646.653498300367,48.5,116.5,5.9
Africa,Equatorial Guinea,2000,530896,2362.46465786143,52.9,104.8,5.77
Africa,Equatorial Guinea,2005,625866,6689.21219078844,56,91.7,5.52
Africa,Equatorial Guinea,2010,728710,8205.30229446556,58.6,78.9,5.14
Africa,Equatorial Guinea,2015,845060,,61,68.2,4.65
Africa,Eritrea,1960,1407631,,39.03,,6.9
Africa,Eritrea,1965,1589187,,40.81,,6.75
Africa,Eritrea,1970,1805480,,43.02,127.3,6.65
Africa,Eritrea,1975,2070145,,45.14,123.9,6.61
Africa,Eritrea,1980,2383858,,46.66,114.2,6.63
Africa,Eritrea,1985,2756493,,48.77,106,6.57
Africa,Eritrea,1990,3139083,,52.4,93,6.49
Africa,Eritrea,1995,3164095,192.063727953807,57.8,74.2,6.29
Africa,Eritrea,2000,3535156,179.228299967526,37.6,58.3,5.94
Africa,Eritrea,2005,4191273,191.244627014275,59.9,47.2,5.48
Africa,Eritrea,2010,4689664,164.429025853451,60.1,39.4,4.97
Africa,Eritrea,2015,5227791,,60.7,34.1,4.52
Europe,Estonia,1960,1216831,,69.42,40,1.95
Europe,Estonia,1965,1290437,,70.81,,1.97
Europe,Estonia,1970,1360236,,70.51,21,2.1
Europe,Estonia,1975,1422070,,70.26,,2.11
Europe,Estonia,1980,1474487,,69.75,22.4,2.06
Europe,Estonia,1985,1522477,,69.97,19,2.19
Europe,Estonia,1990,1565320,,70.1,16.5,1.94
Europe,Estonia,1995,1433076,2864.40566236543,67.7,12.8,1.43
Europe,Estonia,2000,1399145,4056.17335015313,70.4,8.8,1.32
Europe,Estonia,2005,1355662,5914.4171275731,72.5,5.8,1.52
Europe,Estonia,2010,1332089,6016.68664556197,76.4,3.6,1.63
Europe,Estonia,2015,1312558,,77.8,2.3,1.62
Africa,Ethiopia,1960,22151218,,37.72,162,6.88
Africa,Ethiopia,1965,25013551,,38.13,,6.86
Africa,Ethiopia,1970,28414999,,41.9,142.5,6.98
Africa,Ethiopia,1975,32568539,,38.78,142.7,7.14
Africa,Ethiopia,1980,35239974,,42.8,142.8,7.32
Africa,Ethiopia,1985,40775997,119.021075928567,35.43,132,7.44
Africa,Ethiopia,1990,48057094,129.714100856785,45.2,121.6,7.25
Africa,Ethiopia,1995,57237226,114.446155322063,49.2,105.6,7
Africa,Ethiopia,2000,66443603,123.104910174724,52.1,89.5,6.53
Africa,Ethiopia,2005,76608431,145.852703209651,56.1,69.6,5.69
Africa,Ethiopia,2010,87561814,208.897983257862,62.1,50.8,4.9
Africa,Ethiopia,2015,99390750,,65.2,41.4,4.28
Oceania,Fiji,1960,393383,1111.07928151445,55.7,54,6.46
Oceania,Fiji,1965,463884,1096.7738147899,57.75,46.3,5.48
Oceania,Fiji,1970,520529,1382.49424201149,59.61,43.1,4.54
Oceania,Fiji,1975,576592,1650.76285033438,61.21,41.4,4.05
Oceania,Fiji,1980,635256,1833.69544718979,62.65,35.3,3.91
Oceania,Fiji,1985,711663,1624.89226923417,63.96,29.1,3.63
Oceania,Fiji,1990,728626,1832.59060066481,65.1,24.8,3.4
Oceania,Fiji,1995,775498,1955.67962135299,64.5,22.1,3.28
Oceania,Fiji,2000,811223,2076.01330706846,64.2,20.8,3.09
Oceania,Fiji,2005,821820,2310.21695505098,64.8,20.1,2.86
Oceania,Fiji,2010,859952,2219.26929991441,65.2,20.3,2.67
Oceania,Fiji,2015,892145,,65.8,19.1,2.54
Europe,Finland,1960,4430228,7305.06156703447,69.03,21.9,2.71
Europe,Finland,1965,4564690,8992.57633815221,69.16,16.6,2.46
Europe,Finland,1970,4606740,11006.4323302379,70.4,13.2,1.83
Europe,Finland,1975,4711459,13343.8470739107,71.89,10,1.69
Europe,Finland,1980,4779454,15373.1402185271,73.71,7.2,1.63
Europe,Finland,1985,4902219,17166.5584209926,74.49,6,1.64
Europe,Finland,1990,4986705,19919.9285788913,75.1,5.5,1.79
Europe,Finland,1995,5108176,18857.5376324152,76.7,4.3,1.81
Europe,Finland,2000,5176482,23528.2975453213,77.8,3.5,1.73
Europe,Finland,2005,5246368,26433.6529042568,79,3.1,1.8
Europe,Finland,2010,5367693,27092.0792699955,80,2.5,1.87
Europe,Finland,2015,5503457,,80.9,1.9,1.86
Europe,France,1960,45865699,7626.13881292859,70.49,23.7,2.77
Europe,France,1965,48952283,9455.11296756067,71.26,18.5,2.77
Europe,France,1970,50843830,11826.1724820691,72.29,15.1,2.49
Europe,France,1975,53010727,13782.8994450878,73.13,12.4,2.06
Europe,France,1980,54053224,15964.0004960851,74.53,10.2,1.83
Europe,France,1985,55379923,16823.297567279,75.67,8.5,1.84
Europe,France,1990,56943299,19169.9219923489,77.2,7.4,1.75
Europe,France,1995,58224051,19923.5761012404,78.2,5.3,1.72
Europe,France,2000,59387183,22333.6894019034,79.1,4.4,1.82
Europe,France,2005,61241700,23452.2624886311,80.4,3.8,1.94
Europe,France,2010,62961136,23522.444531417,81.4,3.5,1.98
Europe,France,2015,64395345,,81.8,3.5,1.98
Oceania,French Polynesia,1960,78083,,56.28,,5.66
Oceania,French Polynesia,1965,93440,8621.83672517123,58.24,,5.31
Oceania,French Polynesia,1970,110496,8650.43755882566,60.18,,5.06
Oceania,French Polynesia,1975,130619,9449.39686416218,61.82,,4.55
Oceania,French Polynesia,1980,151702,10313.1250148317,64.56,,3.99
Oceania,French Polynesia,1985,175208,12478.2959282681,67.27,,3.74
Oceania,French Polynesia,1990,198370,13792.4076170792,68.7,,3.4
Oceania,French Polynesia,1995,215200,13645.8661524164,70.43,,2.84
Oceania,French Polynesia,2000,237267,14530.2260238466,72.31,,2.46
Oceania,French Polynesia,2005,254884,,74.13,,2.25
Oceania,French Polynesia,2010,268065,,75.62,,2.11
Oceania,French Polynesia,2015,282764,,76.69,,2.03
Africa,Gabon,1960,499189,1777.46266243848,38.83,,4.38
Africa,Gabon,1965,532512,2469.12207424434,41.42,,4.77
Africa,Gabon,1970,590119,2919.1811414308,45.55,,5.08
Africa,Gabon,1975,649719,5962.30371129673,49.45,,5.41
Africa,Gabon,1980,729165,4929.36480220526,53.42,74.2,5.68
Africa,Gabon,1985,830091,4889.89668000255,57.4,64.7,5.69
Africa,Gabon,1990,952269,4513.91479298392,59.5,60.5,5.42
Africa,Gabon,1995,1086449,4604.27810509283,59.8,58.2,4.99
Africa,Gabon,2000,1231548,4115.0153985066,59.3,55.6,4.6
Africa,Gabon,2005,1377777,4008.63263648617,60.1,50.2,4.37
Africa,Gabon,2010,1541936,4114.18475410134,63,42.8,4.21
Africa,Gabon,2015,1725292,,65.9,36.1,3.97
Africa,Gambia,1960,367929,,35.7,148.4,5.57
Africa,Gambia,1965,400865,,38.66,137.1,5.83
Africa,Gambia,1970,447283,553.251228193336,43.31,126,6.09
Africa,Gambia,1975,521070,618.505580248335,48.56,114.4,6.29
Africa,Gambia,1980,604371,660.137481944038,53.61,103.2,6.34
Africa,Gambia,1985,732092,636.273020330778,58.21,91.3,6.22
Africa,Gambia,1990,916811,620.810269510292,61.3,80,6.11
Africa,Gambia,1995,1065746,592.482339506787,62.6,70.9,6.04
Africa,Gambia,2000,1228863,640.157010342081,63.6,63.3,5.92
Africa,Gambia,2005,1440542,641.197094288122,64.9,56.8,5.81
Africa,Gambia,2010,1693002,719.052412223967,66.5,51.7,5.8
Africa,Gambia,2015,1990924,,68.1,47.9,5.67
Asia,Georgia,1960,4159769,,63.5,,2.96
Asia,Georgia,1965,4477328,753.095806695422,65.52,,2.8
Asia,Georgia,1970,4707327,1003.69479770579,67.24,,2.6
Asia,Georgia,1975,4908265,1262.01969473938,68.76,56.6,2.5
Asia,Georgia,1980,5073241,1670.38768767342,69.4,49,2.32
Asia,Georgia,1985,5287328,1985.9067143177,69.75,43.2,2.27
Asia,Georgia,1990,5460309,1492.86695313397,69.9,40.8,2.18
Asia,Georgia,1995,5067143,454.546746559156,70.7,38.1,1.88
Asia,Georgia,2000,4743591,644.544072412651,71.4,31.2,1.61
Asia,Georgia,2005,4475273,973.081601278849,71.8,21.9,1.68
Asia,Georgia,2010,4250132,1317.128634593,72.2,14.9,1.82
Asia,Georgia,2015,3999812,,72.9,10.6,1.81
Europe,Germany,1960,73179665,,69.26,34,2.41
Europe,Germany,1965,75990737,,70.65,,2.48
Europe,Germany,1970,78366605,11865.4148666131,70.72,22.1,2.04
Europe,Germany,1975,78667327,13324.0873528473,71.56,17.7,1.56
Europe,Germany,1980,78159527,15824.7805447441,73.14,12.6,1.47
Europe,Germany,1985,77570009,17063.1823370421,74.55,9.2,1.45
Europe,Germany,1990,78958237,19718.7070635962,75.4,7,1.36
Europe,Germany,1995,81612900,21078.109612549,76.6,5.3,1.31
Europe,Germany,2000,81895925,23034.1293135159,78.1,4.4,1.35
Europe,Germany,2005,81246801,23918.9875867236,79.4,3.9,1.35
Europe,Germany,2010,80435307,25728.3044876673,80.3,3.5,1.39
Europe,Germany,2015,80688545,,80.8,3.1,1.44
Africa,Ghana,1960,6652285,285.917593729072,46.34,125.1,6.75
Africa,Ghana,1965,7710547,287.021367874419,48.44,120.8,6.92
Africa,Ghana,1970,8596977,296.578327940159,50.08,120.1,6.95
Africa,Ghana,1975,9831409,256.149580594196,51.68,111.5,6.82
Africa,Ghana,1980,10802025,244.386145282945,53.26,100.9,6.54
Africa,Ghana,1985,12716238,203.178372565848,55.23,94.7,6.13
Africa,Ghana,1990,14628260,223.327096865929,58,79.8,5.62
Africa,Ghana,1995,16760991,240.374621584129,60,72,5.06
Africa,Ghana,2000,18824994,264.408519333393,60,64.9,4.67
Africa,Ghana,2005,21389514,297.532654832644,60.8,56.8,4.39
Africa,Ghana,2010,24317734,361.028597154653,62.9,50.2,4.05
Africa,Ghana,2015,27409893,,65.3,42.8,3.74
Europe,Greece,1960,8311386,3393.94530996395,68.41,48.3,2.22
Europe,Greece,1965,8534252,4865.29294939967,69.91,42.3,2.29
Europe,Greece,1970,8778676,6698.70766206658,71.2,33.7,2.36
Europe,Greece,1975,9030080,8322.18131245792,72.62,28.5,2.34
Europe,Greece,1980,9620274,9581.91617993417,74.01,21.3,2.17
Europe,Greece,1985,9907831,9367.27256510532,75.47,15.8,1.73
Europe,Greece,1990,10131737,9742.23745415026,77,11.3,1.42
Europe,Greece,1995,10641169,9868.72924798018,77.8,9.1,1.32
Europe,Greece,2000,10954032,11358.2071382483,78.6,6.9,1.27
Europe,Greece,2005,11069662,13700.0322589795,79.6,4.8,1.36
Europe,Greece,2010,11177509,13746.1118376196,80.4,4.1,1.5
Europe,Greece,2015,10954617,,81,3.6,1.55
Americas,Greenland,1960,31238,,61.49,,7.25
Americas,Greenland,1965,37963,,63.34,,6.96
Americas,Greenland,1970,46075,9307.43852414541,65.19,,3.9
Americas,Greenland,1975,49582,11798.0226695172,64.31,,2.35
Americas,Greenland,1980,50176,16241.0555365115,63.09,,2.44
Americas,Greenland,1985,53189,14989.7817387054,63.42,,2.24
Americas,Greenland,1990,55603,16112.3331870583,64.6,,2.44
Americas,Greenland,1995,55809,15876.7885126055,66.5,,2.51
Americas,Greenland,2000,56174,19012.7994089792,67.8,,2.33
Americas,Greenland,2005,56953,19615.4171685425,69.1,,2.38
Americas,Greenland,2010,56546,,70.8,,2.2
Americas,Greenland,2015,56186,,72.1,,
Americas,Grenada,1960,89861,,60.59,,6.74
Americas,Grenada,1965,94579,,62.76,,5.6
Americas,Grenada,1970,94430,,64.62,,4.6
Americas,Grenada,1975,92453,,66.22,,4.44
Americas,Grenada,1980,89004,2267.37459664734,67.6,,4.25
Americas,Grenada,1985,99907,2491.59984685758,68.83,19.4,4.23
Americas,Grenada,1990,96286,3590.03375776333,69.9,18,3.84
Americas,Grenada,1995,100253,3606.254530039,70.7,15.1,3.12
Americas,Grenada,2000,101620,5114.6723056485,70.5,13.6,2.58
Americas,Grenada,2005,102951,5630.64151683811,70.3,12.4,2.34
Americas,Grenada,2010,104677,5466.03664033169,71,11.9,2.24
Americas,Grenada,2015,106825,,71.5,10.8,2.13
Americas,Guatemala,1960,4127555,966.453473060928,46.51,146,6.53
Americas,Guatemala,1965,4728203,1089.77360680157,49.73,132.6,6.4
Americas,Guatemala,1970,5423384,1256.80030512315,53.5,118.2,6.24
Americas,Guatemala,1975,6237963,1434.01187278604,56.82,102.9,6.2
Americas,Guatemala,1980,7118628,1659.64769348813,59.12,87.7,6.18
Americas,Guatemala,1985,8117499,1375.19034384852,61.72,73.2,5.91
Americas,Guatemala,1990,9158547,1407.18397023021,64.6,59.8,5.58
Americas,Guatemala,1995,10357354,1534.37752441405,66.9,48.5,5.24
Americas,Guatemala,2000,11688660,1650.3659589722,68.8,39.9,4.8
Americas,Guatemala,2005,13183505,1698.51362926627,69.8,33.5,4.37
Americas,Guatemala,2010,14732261,1819.25822180316,71.2,28.4,3.97
Americas,Guatemala,2015,16342897,,72.6,24.3,3.66
Africa,Guinea,1960,3577413,,35.71,,6.1
Africa,Guinea,1965,3877804,,36.77,204.5,6.14
Africa,Guinea,1970,4215442,,37.89,195.2,6.2
Africa,Guinea,1975,4359735,,39.94,184.5,6.35
Africa,Guinea,1980,4506559,,42.92,170.2,6.53
Africa,Guinea,1985,5078689,,47.33,155.7,6.64
Africa,Guinea,1990,6034082,346.078419219361,52,140.8,6.58
Africa,Guinea,1995,7863033,321.53023089182,53.4,122.3,6.31
Africa,Guinea,2000,8799165,353.711126908065,54.2,103.1,5.94
Africa,Guinea,2005,9669023,510.728087832659,56,84.9,5.58
